,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
966,tt0253474,movie,The Pianist,The Pianist,0,2002,\N,150,"Biography,Drama,Music"
967,tt0107822,movie,The Piano,The Piano,0,1993,\N,121,"Drama,Music,Romance"
968,tt8228288,movie,The Platform,El hoyo,0,2019,\N,94,"Horror,Sci-Fi,Thriller"
969,tt0482571,movie,The Prestige,The Prestige,0,2006,\N,130,"Drama,Mystery,Sci-Fi"
970,tt0120794,movie,The Prince of Egypt,The Prince of Egypt,0,1998,\N,99,"Adventure,Animation,Drama"
971,tt0093779,movie,The Princess Bride,The Princess Bride,0,1987,\N,98,"Adventure,Family,Fantasy"
972,tt0780521,movie,The Princess and the Frog,The Princess and the Frog,0,2009,\N,97,"Adventure,Animation,Comedy"
973,tt0421238,movie,The Proposition,The Proposition,0,2005,\N,104,"Crime,Drama,Western"
974,tt0089853,movie,The Purple Rose of Cairo,The Purple Rose of Cairo,0,1985,\N,82,"Comedy,Fantasy,Romance"
975,tt0454921,movie,The Pursuit of Happyness,The Pursuit of Happyness,0,2006,\N,117,"Biography,Drama"
976,tt0114214,movie,The Quick and the Dead,The Quick and the Dead,0,1995,\N,107,"Action,Romance,Thriller"
977,tt2265171,movie,The Raid 2,Serbuan maut 2: Berandal,0,2014,\N,150,"Action,Crime,Thriller"
978,tt2058107,movie,The Railway Man,The Railway Man,0,2013,\N,116,"Biography,Drama,Romance"
979,tt0976051,movie,The Reader,The Reader,0,2008,\N,124,"Drama,Romance"
980,tt3666024,movie,The Red Turtle,La tortue rouge,0,2016,\N,80,"Animation,Family,Fantasy"
981,tt0120802,movie,The Red Violin,Le violon rouge,0,1998,\N,130,"Drama,Music,Mystery"
982,tt0107943,movie,The Remains of the Day,The Remains of the Day,0,1993,\N,134,"Drama,Romance"
983,tt0089907,movie,The Return of the Living Dead,The Return of the Living Dead,0,1985,\N,91,"Comedy,Horror,Sci-Fi"
984,tt1663202,movie,The Revenant,The Revenant,0,2015,\N,156,"Action,Adventure,Drama"
985,tt2479478,movie,The Ridiculous 6,The Ridiculous 6,0,2015,\N,119,"Action,Adventure,Comedy"
986,tt0086197,movie,The Right Stuff,The Right Stuff,0,1983,\N,193,"Adventure,Biography,Drama"
987,tt0082694,movie,The Road Warrior,Mad Max 2,0,1981,\N,96,"Action,Adventure,Sci-Fi"
988,tt0138749,movie,The Road to El Dorado,The Road to El Dorado,0,2000,\N,89,"Adventure,Animation,Comedy"
989,tt0073629,movie,The Rocky Horror Picture Show,The Rocky Horror Picture Show,0,1975,\N,100,"Comedy,Musical"
990,tt0265662,movie,The Rookie,The Rookie,0,2002,\N,127,"Drama,Family,Sport"
991,tt2720680,movie,The Salvation,The Salvation,0,2014,\N,92,"Action,Drama,Thriller"
992,tt0108037,movie,The Sandlot,The Sandlot,0,1993,\N,101,"Comedy,Drama,Family"
993,tt1568921,movie,The Secret World of Arrietty,Kari-gurashi no Arietti,0,2010,\N,94,"Adventure,Animation,Family"
994,tt1305806,movie,The Secret in Their Eyes,El secreto de sus ojos,0,2009,\N,129,"Drama,Mystery,Romance"
995,tt0485601,movie,The Secret of Kells,The Secret of Kells,0,2009,\N,71,"Adventure,Animation,Family"
996,tt0084649,movie,The Secret of NIMH,The Secret of NIMH,0,1982,\N,82,"Adventure,Animation,Drama"
997,tt5580390,movie,The Shape of Water,The Shape of Water,0,2017,\N,123,"Adventure,Drama,Fantasy"
998,tt0111161,movie,The Shawshank Redemption,The Shawshank Redemption,0,1994,\N,142,Drama
999,tt0081505,movie,The Shining,The Shining,0,1980,\N,146,"Drama,Horror"
1000,tt3922798,movie,The Siege of Jadotville,The Siege of Jadotville,0,2016,\N,108,"Action,Drama,History"
1001,tt0102926,movie,The Silence of the Lambs,The Silence of the Lambs,0,1991,\N,118,"Crime,Drama,Thriller"
1002,tt0462538,movie,The Simpsons Movie,The Simpsons Movie,0,2007,\N,87,"Adventure,Animation,Comedy"
1003,tt4971344,movie,The Sisters Brothers,Les frères Sisters,0,2018,\N,122,"Crime,Drama,Western"
1004,tt0167404,movie,The Sixth Sense,The Sixth Sense,0,1999,\N,107,"Drama,Mystery,Thriller"
1005,tt1189073,movie,The Skin I Live In,La piel que habito,0,2011,\N,120,"Drama,Horror,Thriller"
1006,tt1285016,movie,The Social Network,The Social Network,0,2010,\N,120,"Biography,Drama"
1007,tt0070735,movie,The Sting,The Sting,0,1973,\N,129,"Comedy,Crime,Drama"
1008,tt0166896,movie,The Straight Story,The Straight Story,0,1999,\N,112,"Biography,Drama"
1009,tt2576852,movie,The Tale of The Princess Kaguya,Kaguyahime no monogatari,0,2013,\N,137,"Adventure,Animation,Drama"
1010,tt0088247,movie,The Terminator,The Terminator,0,1984,\N,107,"Action,Sci-Fi"
1011,tt0072271,movie,The Texas Chain Saw Massacre,The Texas Chain Saw Massacre,0,1974,\N,83,Horror
1012,tt2980516,movie,The Theory of Everything,The Theory of Everything,0,2014,\N,123,"Biography,Drama,Romance"
1013,tt0120863,movie,The Thin Red Line,The Thin Red Line,0,1998,\N,170,"Drama,War"
1014,tt0084787,movie,The Thing,The Thing,0,1982,\N,109,"Horror,Mystery,Sci-Fi"
1015,tt0139809,movie,The Thirteenth Floor,The Thirteenth Floor,0,1999,\N,100,"Mystery,Sci-Fi,Thriller"
1016,tt0419294,movie,The Three Burials of Melquiades Estrada,The Three Burials of Melquiades Estrada,0,2005,\N,121,"Adventure,Crime,Drama"
1017,tt0452694,movie,The Time Traveler's Wife,The Time Traveler's Wife,0,2009,\N,107,"Drama,Fantasy,Romance"
1018,tt0092106,movie,The Transformers: The Movie,The Transformers: The Movie,0,1986,\N,84,"Action,Adventure,Animation"
1019,tt1070874,movie,The Trial of the Chicago 7,The Trial of the Chicago 7,0,2020,\N,129,"Drama,History,Thriller"
1020,tt0286244,movie,The Triplets of Belleville,Les triplettes de Belleville,0,2003,\N,80,"Animation,Comedy,Drama"
1021,tt0120382,movie,The Truman Show,The Truman Show,0,1998,\N,103,"Comedy,Drama"
1022,tt8404614,movie,The Two Popes,The Two Popes,0,2019,\N,125,"Biography,Comedy,Drama"
1023,tt0094226,movie,The Untouchables,The Untouchables,0,1987,\N,119,"Crime,Drama,Thriller"
1024,tt0114814,movie,The Usual Suspects,The Usual Suspects,0,1995,\N,106,"Crime,Mystery,Thriller"
1025,tt0096163,movie,The Vanishing,Spoorloos,0,1988,\N,107,"Mystery,Thriller"
1026,tt5215952,movie,The Wailing,Gokseong,0,2016,\N,156,"Horror,Mystery,Thriller"
1027,tt1032751,movie,The Warrior's Way,The Warrior's Way,0,2010,\N,100,"Action,Fantasy,Western"
1028,tt1149362,movie,The White Ribbon,Das weiße Band - Eine deutsche Kindergeschichte,0,2009,\N,144,"Drama,History,Mystery"
1029,tt0070917,movie,The Wicker Man,The Wicker Man,0,1973,\N,88,"Horror,Mystery,Thriller"
1030,tt2013293,movie,The Wind Rises,Kaze tachinu,0,2013,\N,126,"Animation,Biography,Drama"
1031,tt0460989,movie,The Wind that Shakes the Barley,The Wind that Shakes the Barley,0,2006,\N,127,"Drama,War"
1032,tt0993846,movie,The Wolf of Wall Street,The Wolf of Wall Street,0,2013,\N,180,"Biography,Crime,Drama"
1033,tt1213663,movie,The World's End,The World's End,0,2013,\N,109,"Comedy,Sci-Fi"
1034,tt0412080,movie,The World's Fastest Indian,The World's Fastest Indian,0,2005,\N,127,"Biography,Drama,Sport"
1035,tt1125849,movie,The Wrestler,The Wrestler,0,2008,\N,109,"Drama,Sport"
1036,tt0120902,movie,The X Files,The X Files,0,1998,\N,121,"Drama,Mystery,Sci-Fi"
1037,tt6304046,movie,Thelma,Thelma,0,2017,\N,116,"Drama,Fantasy,Horror"
1038,tt0469494,movie,There Will Be Blood,There Will Be Blood,0,2007,\N,158,Drama
1039,tt0117883,movie,Thesis,Tesis,0,1996,\N,125,"Horror,Mystery,Thriller"
1040,tt0096256,movie,They Live,They Live,0,1988,\N,94,"Action,Horror,Sci-Fi"
1041,tt0088258,movie,This Is Spinal Tap,This Is Spinal Tap,0,1984,\N,82,"Comedy,Music"
1042,tt3501632,movie,Thor: Ragnarok,Thor: Ragnarok,0,2017,\N,130,"Action,Adventure,Comedy"
1043,tt0092086,movie,Three Amigos!,Three Amigos!,0,1986,\N,104,"Comedy,Western"
1044,tt5027774,movie,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",0,2017,\N,115,"Comedy,Crime,Drama"
1045,tt0108394,movie,Three Colors: Blue,Trois couleurs: Bleu,0,1993,\N,94,"Drama,Music,Mystery"
1046,tt0111495,movie,Three Colors: Red,Trois couleurs: Rouge,0,1994,\N,99,"Drama,Mystery,Romance"
1047,tt0111507,movie,Three Colors: White,Trois couleurs: Blanc,0,1994,\N,92,"Comedy,Drama,Romance"
1048,tt2187153,movie,Thuppakki,Thuppakki,0,2012,\N,165,"Action,Thriller"
